Gene_ID	Plastochron3_Rep1	Plastochron3_Rep2	Plastochron3_Rep3	Plastochron4_Rep1	Plastochron4_Rep2	Plastochron4_Rep3	Plastochron5_Rep1	Plastochron5_Rep2	Plastochron5_Rep3
LOC_Os09g25000	112.6823729905	73.6988308093	78.7850566306	119.0869308355	70.9216203534	129.690085638	97.8441309103	130.5136534739	93.5843622384
LOC_Os09g24990	493.5126389263	608.3766229553	475.764024149	471.2335606682	442.9377562071	455.8337921241	888.8890536934	625.2967576882	873.4540475583
LOC_Os09g24980	186.1970762249	210.2584290736	222.9189586834	234.5208883325	196.6463109799	239.4278504086	107.7943815113	134.4095834283	158.0535895582
LOC_Os09g24970	73.5147032344	53.4677792146	42.1408442443	110.3197948231	96.0665584787	141.968436941	157.5456345166	112.9819686789	170.5315045233
LOC_Os09g24965	0	0	0	0	0	0	0	0	0
LOC_Os09g24954	281.4046427088	226.1470299511	285.8248566133	222.8313736492	203.7320255951	185.7100634579	150.8955503648	142.2014433372	141.4163696047
LOC_Os09g24940	0	0	0	0	0	0	0	0	0
LOC_Os09g24924	3.0128976735	5.0577628987	4.8858949848	51.8722214069	33.5265841671	32.2306721704	466.003403149	488.9392092826	480.3997261571
LOC_Os09g24910	347.0858119921	411.1238699069	387.8179144218	284.2013257363	294.002353465	292.3782404028	82.9187550088	111.0340037016	72.7878372965
LOC_Os09g24900	1841.4830580691	2042.6136735091	2230.4110605803	2174.2497310828	2274.0050453311	2299.888678444	530.6800320557	802.5615706153	434.647371285
LOC_Os09g24890	0	0	0	0	0	0	0	0	0
LOC_Os09g24870	0	0	0	0.7305946677	1.9342260096	0	0	0	0
LOC_Os09g24860	0	0	0	0	0	0	0	0	0
LOC_Os09g24840	10.24385209	7.2253755695	12.8254743352	81.8266027827	55.4478122762	61.391756515	23.2172514024	72.0747041572	27.0354824244
LOC_Os09g24830	0	0	0	0	0	0	0	0	0
LOC_Os09g24820	981.6261652215	774.538584928	835.9277729566	448.5851259694	485.4907284191	483.4600825558	406.3018995427	691.5275669137	451.2845912385
LOC_Os09g24810	3.6154772083	5.7803004556	0.6107368731	37.2603280528	26.4344221317	50.6481991249	1.6583751002	13.6357548406	16.6372199535
LOC_Os09g24800	25.8928426064	18.7859764808	29.9261067822	19.726056028	20.6317441028	18.4175269545	51.4096281054	44.8031944761	64.4692273198
LOC_Os09g24730	0	0	0	0	0	0	0	0	0
LOC_Os09g24720	0	0	0	0	0	0	0	0	0
LOC_Os09g24710	242.2369729528	278.8994969843	227.8048536683	502.6491313793	593.1626429557	580.9194960234	1109.4529420166	1751.2205145223	1511.9073632736
LOC_Os09g24700	25.9109199925	19.5085140378	14.6576849545	607.1241688608	415.213850069	511.0863729876	4041.4601191248	2783.6419524498	4248.7300456229
LOC_Os09g24690	3862.5348174814	4369.1846069011	4814.4387706887	2697.3555131579	2851.6938802096	2427.2765732127	538.9719075567	572.7017033032	189.248376971
LOC_Os09g24680	181.979019482	216.0387295293	210.0934843482	61.369952087	96.7113004819	72.1353139052	59.7015036063	42.8552294989	31.1947874128
LOC_Os09g24670	73.1411039229	84.5224434125	87.6773855029	455.1020304053	339.0182401293	378.0274147108	392.9851474883	256.9365804955	478.1329049384
LOC_Os09g24660	273.4927734181	330.922201085	332.2408589693	265.1693346426	277.2390613814	240.9626443215	298.4577667784	319.4662562644	286.9920441977
LOC_Os09g24650	520.0261384535	476.1594754083	567.9791846192	583.7451394944	574.4715722825	582.4619639059	772.8027966812	798.6656406609	752.8342028955
LOC_Os09g24640	48.8089423114	52.0227041007	65.3488454223	24.1096240342	31.5923581574	29.9284813011	13.2670008014	11.6877898633	6.2389574826
LOC_Os09g24630	0	0	0	0	0	0	0	0	0
LOC_Os09g24620	6.6283748818	5.7803004556	6.7181056042	28.4931920404	25.1449381253	33.7654660833	172.4710104181	264.9232369021	650.9312306804
LOC_Os09g24610	0	0	0	0	0	0	0	0	0
LOC_Os09g24600	0	0	0	0	0	0	0	0	0
LOC_Os09g24590	39.7702492908	27.4564271643	32.9797911477	151.2330962144	97.3560424851	91.3202378161	419.5689003441	222.0680074033	384.7357114245
LOC_Os09g24580	1.2051590694	5.0577628987	0.6107368731	25.5708133696	19.3422600964	17.6501299981	321.7247694338	107.1380737472	276.5937817268
LOC_Os09g24570	459.7681849826	439.3028346281	468.4351816717	507.0326993856	507.4119565284	465.0425556013	318.4080192335	325.310151196	293.2310016803
LOC_Os09g24560	0	0	0	0	0	0	0	0	0
LOC_Os09g24550	0	0	0	0	0	0	0	0	0
LOC_Os09g24540	1183.4662061675	1143.0544151013	1350.3392264357	1012.6042094358	1068.9822413266	965.3853711987	492.5374047518	783.0819208431	442.9659812617
LOC_Os09g24530	75.3224418386	79.4791312649	103.8252684279	831.4167318455	705.3477515147	752.049017309	424.5440256446	305.8305014238	632.2143582327
LOC_Os09g24520	72.309544165	78.756593708	75.731372265	18.2648666926	27.7239061381	21.4871147803	6.6335004007	9.7398248861	0
LOC_Os09g24500	0	0.722537557	0	0	0	0	0	0	0
LOC_Os09g24490	100.6307822963	91.0397321762	124.5903221135	16.0730826895	18.05277609	19.1849239109	6.6335004007	7.7918599089	10.3982624709
LOC_Os09g24480	0.6025795347	0	0	0	0	0	0	0	0
LOC_Os09g24460	246.4550296958	228.3218679975	216.2008530793	371.1420911929	323.0157436095	354.5373938742	1288.5574528354	1133.715616743	707.0818480234
LOC_Os09g24440	948.4601876311	1243.4871355179	990.6152081767	638.539739572	758.2165957781	695.2616425326	1582.0898455663	1188.2586361052	1262.3490639712
LOC_Os09g24430	0	0	0	0	0	0	0	0	0
LOC_Os09g24416	759.4430391838	986.1120323553	837.0026698533	5095.0137876774	4217.850605657	5113.5572931926	3738.557907078	1769.2391905616	5472.0856253281
LOC_Os09g24414	0	0	0	0	0	1.4657281868	4.5439477745	0	0
LOC_Os09g24412	47.344674042	51.5386039375	57.9589292577	319.3648470928	139.2965097941	166.947207873	99.5522572635	51.2704382005	158.7398748813
LOC_Os09g24408	111.5374718745	127.1666100239	121.4328124795	428.0846395936	303.9507225745	389.4155855443	306.7330585282	100.1059201794	482.9784952499
LOC_Os09g24406	229.0886875055	246.8332802066	240.1600606112	242.608571304	225.1052230017	240.9933401997	148.0265614416	244.5085639409	478.4448528125
LOC_Os09g24402	89.8205054436	117.1522394845	125.8789769157	415.1019723486	405.0785057785	564.0751328296	438.4909602371	210.9451273833	516.9392204799
LOC_Os09g24370	0	0	0	0	0	0	0	0	0
LOC_Os09g24350	0.6025795347	0	0.6107368731	0.7305946677	1.2894840064	0.7673969564	4.9751253005	11.6877898633	20.7965249419
LOC_Os09g24330	16.8722269718	18.7859764808	15.2684218276	34.337949382	20.6317441028	23.0219086931	215.5887630227	202.5883576311	216.2838593954
LOC_Os09g24320	81.9508167204	78.034056151	48.2482129753	118.3563361678	110.8956245526	115.8769404221	621.8906625654	537.6383337132	582.3026983722
LOC_Os09g24310	0	0	0	2.1917840031	2.5789680129	1.5347939129	3.3167502003	3.8959299544	2.0796524942
LOC_Os09g24300	0	0	0	0	0	0	0	0	0
LOC_Os09g24290	0	0	0	0	0	0	0	0	0
LOC_Os09g24280	0	0	0	0	0	0	0	0	0
LOC_Os09g24260	1852.3294896939	2242.7565767854	1824.8817768385	2527.8575502509	2810.430392004	2787.185745782	1177.4463211238	1593.4353513673	1226.99497157
LOC_Os09g24250	1229.86483034	1500.7105057936	1426.6813355739	944.6589053394	983.2315548993	870.9955455569	598.6734111629	479.1993843965	363.9391864826
LOC_Os09g24240	88.5791916021	134.3919855935	98.9393734431	32.8767600466	43.1977142152	45.2764204298	36.4842522038	19.4796497722	12.4779149651
LOC_Os09g24230	121.7210660111	107.6580959862	122.7581114942	176.0733149163	173.4355988642	157.3163760697	144.2786337152	177.2648129272	172.6111570175
LOC_Os09g24220	984.6149597137	1082.3612603172	1037.6419474058	396.7129045625	482.9117604063	445.0902347339	43.1177526045	44.8031944761	12.4779149651
LOC_Os09g24210	92.1946688104	129.3342226948	102.6037946817	24.1096240342	32.8818421638	31.4632752139	33.1675020035	27.2715096811	39.5133973895
LOC_Os09g24200	394.689595234	624.2724492083	455.6097073365	240.3656456741	310.7656455485	268.5889347532	245.4395148258	200.6403926538	151.8146320756
LOC_Os09g24190	0	0	0	0	0	0	0	0	0
LOC_Os09g24170	0	0	0	0	0	0	0	0	0
LOC_Os09g24159	0	0	0	0	0	0	0	0	0
LOC_Os09g24140	0	0	0	0	0	0	0	0	0
LOC_Os09g24130	0	0	0	0	0	0	0	0	0
LOC_Os09g24120	0	0	0	0	0	0	0	0	0
LOC_Os09g24110	0	0	0	0	0	0	0	0	0
LOC_Os09g24100	0	0	0	0	0	0	0	0	0
LOC_Os09g24038	0	0	0	0	0	0	0	0	0
LOC_Os09g24029	0	0	0	0	0	0	0	0	0
LOC_Os09g24020	0	0	0	0	0	0	0	0	0
LOC_Os09g24008	0	0	0	0	0	0	0	0	0
LOC_Os09g23999	0	0	0	0	0	0	0	0	0
LOC_Os09g23966	0	0	0	0	0	0	0	0	0
LOC_Os09g23957	0	0	0	0	0	0	0	0	0
LOC_Os09g23948	0	0	0	0	0	0	0	0	0
LOC_Os09g23939	0	0	0	0	0	0	0	0	0
LOC_Os09g23908	0	0	0	0	0	0	0	0	0
LOC_Os09g23899	0	0	0	0	0	0	0	0	0
LOC_Os09g23894	0.6025795347	0	0.6107368731	0.7305946677	0	0	1.6583751002	5.8438949317	0
LOC_Os09g23890	0	0	0.6107368731	0	0	0	0	0	0
LOC_Os09g23820	0	0	0	0	0	0	0	0	0
LOC_Os09g23780	4.8206362777	2.1676126709	0.6107368731	16.8036773572	10.9606140546	13.0457482594	26.5340016028	17.531684795	16.6372199535
LOC_Os09g23770	0	0	0	0	0	0	1.6583751002	0	0
LOC_Os09g23760	0	0	0	0	0	0	0	0	0
LOC_Os09g23750	0	0	0	0	0	0	0	0	0
LOC_Os09g23740	970.1530508807	1450.8554143637	1021.152051832	1141.1888709514	1352.023980737	1111.1907929219	2852.4051722998	3038.8253644658	2129.5641540469
LOC_Os09g23730	1216.0055010417	1038.286469343	1219.0307987181	818.9966224946	736.2953676689	756.6533990476	311.7745188328	229.8598673122	180.9297669942
LOC_Os09g23725	1.8077386041	0.722537557	1.2214737462	3.6529733385	3.8684520193	3.8369847822	6.6335004007	3.8959299544	6.2389574826
LOC_Os09g23720	141.1904107775	155.649040519	172.2827645343	125.2677617243	112.2882672795	130.8411810726	21.0116125192	12.739690951	8.3186099767
LOC_Os09g23710	0	0	0	0	0	0	0	0	0
LOC_Os09g23700	0	0	0	0	0	0	0	0	0
LOC_Os09g23690	148.837145073	191.4724525928	139.8587439411	143.0212121495	137.3300466843	135.061864333	238.8060144251	243.4956221527	270.3548242442
LOC_Os09g23680	0	0	0	0	0	0	0	0	0
LOC_Os09g23660	140.955404759	187.960920066	181.6331460615	658.6895405073	716.44376139	715.3060510348	2102.554287005	1705.0927038616	3055.4878340335
LOC_Os09g23650	610.4612750225	689.9222116331	757.6801647744	573.8236639069	656.2119634498	583.8969962144	413.2007399594	387.0216816744	367.5993748724
LOC_Os09g23640	0	0	0	0	0	0	0	0	2.0796524942
LOC_Os09g23630	0	0	0	0	0	0	0	0	0
LOC_Os09g23620	1.2051590694	1.4450751139	2.4429474924	3.6529733385	2.5789680129	3.0695878258	6.6335004007	5.8438949317	16.6372199535
LOC_Os09g23610	0	0	0	0	0	0	0	0	0
LOC_Os09g23595	1.8077386041	1.4450751139	4.2751581117	0.7305946677	1.9342260096	0.7673969564	1.6583751002	1.9479649772	0
LOC_Os09g23590	0.6025795347	0	0.4336231799	7.8685045712	0.5738203829	0.3376546608	167.9602301457	132.2668219534	147.2809896383
LOC_Os09g23570	0	0	0	8.0365413447	1.9342260096	1.5347939129	330.0166449347	111.0340037016	207.9652494186
LOC_Os09g23560	0	0	0.6107368731	0	0	0	1.6583751002	7.7918599089	6.2389574826
LOC_Os09g23550	54.0272810819	36.7338093956	46.4831834121	878.9492209263	654.9031371833	553.3085535307	5053.3508539981	6325.6266705319	2393.6384277588
LOC_Os09g23540	24.9106379648	9.5085942495	24.9730307413	276.8515433792	196.8010490606	140.418295089	3027.9110091513	4431.0359336861	1279.0278769746
LOC_Os09g23530	0	0	0	0.7305946677	1.2894840064	1.5347939129	4.9751253005	3.8959299544	8.3186099767
LOC_Os09g23520	0	0	0	0	0	0	0	0	0
LOC_Os09g23510	0	0	0	0	0	0	0	0	0
LOC_Os09g23500	0	0	0	0	0	0	0	0	0
LOC_Os09g23460	0	0	0	0	0	0	0	0	0
LOC_Os09g23450	0	0	0	0	0	0	0	0	0
LOC_Os09g23440	0	0	0	0	0	0	0	0	0
LOC_Os09g23430	0	0	0	0	0	0	0	0	0
LOC_Os09g23420	0	0	0	0	0	0	0	0	0
LOC_Os09g23410	0	0	0	0	0	0	0	0	0
LOC_Os09g23399	0	0	0	0	0	0	0	3.8959299544	0
LOC_Os09g23390	0	0	0	0	0	0	0	0	0
LOC_Os09g23380	239.826654814	249.9979947061	251.0128548463	111.0503894908	124.43520662	100.5290012933	101.1608811106	109.0860387244	81.1064472733
LOC_Os09g23370	100.6307822963	85.9819692775	87.9461097271	79.6348187796	61.2504903053	52.1829930378	122.7197574129	163.6290580866	183.0094194884
LOC_Os09g23360	273.5711087576	310.6911494903	288.8785409787	436.8956112861	404.2532360144	449.6946164725	325.0415196342	418.8124701027	542.7893009827
LOC_Os09g23350	1464.2682693416	1691.4604208294	1704.5666128368	1290.2301831627	1254.6679382519	1043.6598607554	2522.3885273651	1776.5440592262	5602.5838193383
LOC_Os09g23340	0	0.722537557	0	2.9223786708	0	0.7673969564	18.2421261019	9.7398248861	27.0354824244
LOC_Os09g23334	56.0398967279	57.8030045563	57.4092660719	43.1050853945	38.6845201928	45.2764204298	41.4593775044	50.6470894078	51.9913123547
LOC_Os09g23300	27.7186585966	10.8380633543	6.1073687311	46.758058733	98.6455264915	15.3479391288	6.6335004007	37.0113345672	56.150617343
LOC_Os09g23290	0	0	0	0	0	0	0	0	0
LOC_Os09g23280	222.9544278421	195.8076779345	261.8167901315	193.6075869412	223.0807331116	178.0360938936	76.417924616	107.1380737472	49.9116598605
LOC_Os09g23270	0	0	0	0	0	0	0	0	0
LOC_Os09g23260	0	0	0	0	0	0	0	0	0
LOC_Os09g23250	0	0	0	0	0	0	0	0	0
LOC_Os09g23240	0	0	0	0	0	0	0	0	0
LOC_Os09g23220	1261.8015456795	596.0934844871	1024.8164730706	97.1690908045	145.0669507229	73.670107818	13.2670008014	33.1154046128	0
LOC_Os09g23200	31.9367153395	30.3465773921	31.7583174015	6.5753520093	4.5131940225	2.3021908693	16.5837510017	40.9072645217	14.5575674593
LOC_Os09g23180	0	0	0	0	0	0	0	0	0
LOC_Os09g23170	0	0	0	0	0	0	0	0	0
LOC_Os09g23160	721.8902825808	710.9769560428	914.8838359117	1312.1480231938	1174.7199298534	1066.6817694485	2140.9622543251	2292.7547781899	2383.2817583376
LOC_Os09g23150	50.6166809155	46.964941202	40.9193704981	45.2968693976	52.8688442634	56.01997782	97.8441309103	103.2421437927	108.1419296977
LOC_Os09g23140	2.4103181388	0.722537557	0.6107368731	5.1141626739	4.5131940225	4.6043817386	8.2918755009	5.8438949317	27.0354824244
LOC_Os09g23110	222.1650486517	225.5906760322	222.1677523295	680.4466497115	637.7529998978	603.7725773861	3219.1548257034	4525.9602670261	2666.0729044972
LOC_Os09g23084	46.3986241726	39.0170280755	38.4764230056	176.803909584	151.514370755	170.3621243292	275.2902666289	442.1880498293	324.4257890931
LOC_Os09g23070	135.5803953094	122.1088471253	119.0936902555	97.1690908044	114.1193345687	92.0876347725	228.8557638241	216.2241124716	133.0977596279
LOC_Os09g23060	0	0	0	0	0	0	0	0	0
LOC_Os09g22540	163.9016334407	193.6400652637	145.9661126722	114.7033628293	138.6195306907	122.78351303	480.9287790506	303.8825364466	228.7617743605
LOC_Os09g22530	0	0	0	0	0	0	0	0	0
LOC_Os09g22520	0	0	0	0	0	0	0	0	0
LOC_Os09g22510	19.3608804502	25.2815891178	26.5853760863	22.100488698	28.8586520638	32.537630953	34.8258771037	55.8871151965	31.1947874128
LOC_Os09g22505	0	0	0	0	0	0	0	0	0
LOC_Os09g22500	15.0644883677	3.6126877848	4.8858949848	10.2283253478	5.1579360257	18.4175269545	21.5588763023	19.4796497722	18.7168724477
LOC_Os09g22490	0	0	0	0	0	0	0	0	0
LOC_Os09g22480	0	0	0	0	0	0	0	0	0
LOC_Os09g22470	0	0	0	0	0	0	0	0	0
LOC_Os09g22460	0	0	0	0	0	0	0	0	0
LOC_Os09g22450	208.4925190091	227.5993304405	186.2747462971	247.6715923512	272.0811253557	248.6366138858	696.5175420732	543.4822286448	761.1528128722
LOC_Os09g22440	45.7960446378	44.7973285312	61.0736873105	118.3563361678	102.5139785108	100.5290012933	572.1394095601	362.3214857632	515.7538185582
LOC_Os09g22430	0	0	0	0	0	0	0	0	0
LOC_Os09g22420	0	0	0	0	0	0	0	0	0
LOC_Os09g22410	0	0	0	0	0	0	0	0	0
LOC_Os09g22370	0	0	0	0	0	0	0	0	0
LOC_Os09g22300	0	0	0	0	0	0	0	0	0
LOC_Os09g22280	10.8464316248	5.0577628987	6.7181056042	8.0365413447	5.1579360257	6.9065726079	1.6583751002	5.8438949317	2.0796524942
LOC_Os09g22240	1.2111848648	2.0447812862	0	0	1.2894840064	0	1.6583751002	0	2.0796524942
LOC_Os09g22160	0.6025795347	0.722537557	0	0	0	0	0	0	0
LOC_Os09g22140	0	0	0	0	0	0	0	0	0
LOC_Os09g22130	0	0	0	0	0	0	0	0	0
LOC_Os09g22090	8.4361134859	8.6704506834	3.0536843655	13.1507040186	7.0921620353	9.9761604337	46.4345028049	13.6357548406	83.1860997675
LOC_Os09g22040	0	0	0	0	0	0	0	0	0
LOC_Os09g22000	0	0	0	0	0.6447420032	0	0	0	0
LOC_Os09g21930	0	0	0	0	0	0	0	0	0
LOC_Os09g21919	0.5543731719	0	1.2214737462	0.7305946677	0.6447420032	0	0	0	2.0796524942
LOC_Os09g21900	0	0	0	0	0	0	0	0	0
LOC_Os09g21880	0	0	0	0	0	0	0	0	0
LOC_Os09g21802	0	0	0	0	0	0	0	0	0
LOC_Os09g21796	0.6025795347	0	0	0	0	0	0	0	0
LOC_Os09g21790	0	0	0	0	0	0	0	0	0
LOC_Os09g21780	833.9700760365	877.8831316992	863.5819385708	563.2884887987	651.1894232448	665.3331612316	172.4710104182	299.9866064922	141.4163696046
LOC_Os09g21770	1000.6435753369	896.3584170305	1077.6940715441	646.3278787297	573.3432737769	592.7067132743	675.622015811	620.6606010424	608.6726919985
LOC_Os09g21760	330.2135850202	350.4307151227	319.415384634	199.4523442828	231.4623791533	211.8015599768	135.9867582143	171.4209179955	172.6111570175
LOC_Os09g21750	0	0	0	0	0	0	0	0	0
LOC_Os09g21740	280.8020631742	261.5585956174	244.2947492421	176.803909584	139.9090146971	159.6185669391	620.2322874652	385.6970654899	619.7364432676
LOC_Os09g21720	0	0	0	0	0	0	0	0	0
LOC_Os09g21710	14.461908833	5.7803004556	6.1073687311	35.0685440497	47.7109082377	45.2764204298	149.2537590157	109.0860387244	218.3635118896
LOC_Os09g21700	0	0	0	0	0	0	0	0	0
LOC_Os09g21689	1690.838174392	1960.2443920164	1642.8821886532	995.8005320787	1098.6468208944	1158.7617302515	1764.5111065855	1182.4342208233	1516.0874647869
LOC_Os09g21670	0	0	0	0	0	0	0	1.9479649772	0
LOC_Os09g21660	0	0	0	0	0	0	0	0	0
LOC_Os09g21620	0	0	0	0	0	0	0	0	0
LOC_Os09g21590	0	0	0	0	0	0	0	0	0
LOC_Os09g21580	0	0	0	0	0	0	0	0	0
LOC_Os09g21550	0	0	0	0	0	0	0	0	0
LOC_Os09g21540	0	0	0	0	0	0	0	0	0
LOC_Os09g21510	705.0180556089	893.0564203952	786.0183556865	433.9732326153	531.2674106472	429.7422956052	58.0431285061	54.5430193622	2.0796524942
LOC_Os09g21500	1.2051590694	0	0	0	0.6447420032	0	1.6583751002	0	0
LOC_Os09g21490	4.8206362777	10.1155257974	1.2214737462	5.1141626739	5.1579360257	6.1391756515	6.6335004007	1.9479649772	4.1593049884
LOC_Os09g21480	0	0	0	0	0	0	0	0	0
LOC_Os09g21470	324.7903692079	427.7422337168	258.9524341966	235.2514830002	271.4363833525	273.1933164918	175.7877606185	229.8598673122	268.2751717501
LOC_Os09g21460	339.2522780409	343.9278771101	415.3010737116	1261.0063964546	1141.8380876896	1095.0754568367	131.0116329138	126.6177235194	97.7436672268
LOC_Os09g21450	216.9286324951	187.1372272511	188.1069569164	85.4795761212	103.158720514	98.226810424	82.9187550087	40.9072645217	60.3099223314
LOC_Os09g21440	0	0	0	0	0	0	0	0	0
LOC_Os09g21430	82.5533962551	75.1439059232	70.8454772802	32.8767600466	45.1319402249	23.7893056496	3.3167502003	0	0
LOC_Os09g21410	12.0515906942	11.5606009113	10.9932637159	4.3835680062	7.0921620353	3.8369847822	0	0	0
LOC_Os09g21380	30.7315562701	20.2310515947	25.0402117973	129.3152561834	74.1453303695	81.3440773824	147.5953839155	83.7624940205	118.5401921686
LOC_Os09g21370	0	1.4450751139	0.6107368731	18.2064191191	12.8948400643	17.4736286981	3.3167502003	3.8959299544	0
LOC_Os09g21360	331.85862715	304.3039174868	271.7351569507	121.8485786794	187.2717622532	162.5500233126	76.451092118	46.3420868081	27.4930059731
LOC_Os09g21340	298.8794492154	228.3218679975	218.0330636986	593.9734648422	515.1488605669	489.5992582073	1255.389950832	685.683671982	1520.2259732503
LOC_Os09g21330	0	0	0	0	0	0	0	0	0
LOC_Os09g21290	0.6025795347	0	0.6107368731	0	0.6447420032	0	8.2918755009	3.8959299544	4.1593049884
LOC_Os09g21280	0	0	0	0	0	0	0	0	0
LOC_Os09g21270	1.2051590694	0	0	0	0.6447420032	0.7673969564	4.9751253005	1.9479649772	0
LOC_Os09g21260	0	0	0	0	0	0	0	0	0
LOC_Os09g21250	175.9532241349	192.1949901498	171.0063244695	458.0828566495	436.490336175	514.9233577697	160.8623847169	101.2941788155	183.0094194884
LOC_Os09g21240	1.2051590694	0	0	0	0	0.7673969564	0	0	0
LOC_Os09g21230	280.2055094349	337.417813722	367.6635976094	1207.6729857123	1181.8185393088	798.8679056212	3096.1863120254	3420.6265000013	1682.4388677968
LOC_Os09g21220	0	0	0	0	0	0	0	0	0
LOC_Os09g21210	274.7762678271	403.8984943373	254.0665392118	349.9548458295	464.2142423131	432.8118834309	1653.3999748738	1092.8083522214	2077.5728416923
LOC_Os09g21180	0.6025795347	0	0	0.7305946677	0	0	48.0928779051	52.595054385	43.6727023779
LOC_Os09g21170	0	0	0	0	0	0	6.6335004007	0	2.0796524942
LOC_Os09g21160	0	0	0	2.1917840031	1.9342260096	1.5347939129	29.8507518031	9.7398248861	20.7965249419
LOC_Os09g21150	0	0	0	0	0	0	0	0	0
LOC_Os09g21140	0	0	0	0	0	0	0	0	0
LOC_Os09g21130	0	0	0	0	0	0	0	0	0
LOC_Os09g21120	1.8077386041	4.3352253417	3.0536843655	27.7625973727	39.329262196	35.3002599961	456.0531525479	101.2941788155	237.0803843373
LOC_Os09g21110	4457.5640306199	5461.6613930157	5169.2768939629	3335.1646580622	3655.0424162126	3400.3359139758	948.5905572997	983.7223134969	426.3287613082
LOC_Os09g21100	0	0	0	0	0	0	0	0	0
LOC_Os09g21090	0	0	0	0	0	0	0	0	0
LOC_Os09g21080	0	0	0	0	0	1.5347939129	0	0	0
LOC_Os09g21070	0	0	0	0	0	0	0	0	0
LOC_Os09g21060	0	0	0	0	0	0	0	0	0
LOC_Os09g21050	0	0	0	0	0	0.7673969564	0	0	0
LOC_Os09g21040	0	0	0	0	0	0	0	0	0
LOC_Os09g21030	0	0	0	0	0	0	0	0	0
LOC_Os09g21010	0	0	0	0	0	0	0	0	0
LOC_Os09g21000	492.3074798568	533.2327170321	586.307398181	190.6852082704	212.120119057	161.1533608519	567.1642842596	609.7130378704	528.2317335234
LOC_Os09g20990	1270.8402387002	1383.659421567	1512.7952346817	1370.59559661	1329.4580106245	1029.0793185831	2066.3353748172	1862.2545182239	1990.2274369364
LOC_Os09g20980	6.0257953471	4.3352253417	3.6644212386	65.0229254255	30.9476161542	43.741626517	77.9436297082	58.4389493166	79.0267947791
LOC_Os09g20970	0	0	0	0	1.2894840064	1.5347939129	0	0	4.1593049884
LOC_Os09g20960	0	0	0	0	0	0	0	0	0
LOC_Os09g20940	0	0.722537557	0	116.1645521647	27.0791641349	36.835053909	49.7512530052	95.4502838839	70.7081848023
LOC_Os09g20930	15.6670679024	7.2253755695	9.7717899697	38.7215173882	14.1843240707	19.1849239109	472.6369035497	294.1427115605	257.8769092791
LOC_Os09g20920	0	0	0	0	0	0	0	0	0
LOC_Os09g20910	189.8125534332	183.5245394663	166.7311663577	37.2603280528	43.1977142152	51.4155960813	11.6086257012	13.6357548406	0
LOC_Os09g20900	314.5465171178	399.5632689956	380.4890719446	239.6350510064	260.4757692979	271.658522579	165.8375100174	196.7444626994	376.4171014477
LOC_Os09g20880	3.6154772083	3.6126877848	1.8322106193	143.1965548697	105.0929465236	117.411734335	479.2704039504	301.9345714694	673.8074081164
LOC_Os09g20870	0	0	0	0	0	0	0	0	0
LOC_Os09g20860	122.9262250805	126.444072467	108.1004265396	72.3288721026	70.2768783502	78.2744895567	97.8441309103	109.0860387244	45.7523548721
LOC_Os09g20850	10.8464316248	4.3352253417	4.8858949848	0	0.6447420032	0	1.6583751002	3.8959299544	2.0796524942
LOC_Os09g20840	0	0	0	0	0	0	0	0	0
LOC_Os09g20830	1251.5516677941	1103.3148494689	1206.2114317516	838.7226785226	839.4476407629	898.6141620191	349.9171461368	432.4287452934	353.5409240117
LOC_Os09g20820	579.0789328549	780.3405615104	690.743403482	616.621899541	676.9791033733	652.2874129721	97.8441309103	153.8892332005	60.3099223314
LOC_Os09g20810	7.2309544165	7.9479131265	5.4966318579	2.1917840031	3.2237100161	4.6043817386	1.6583751002	0	0
LOC_Os09g20800	0	0	0	0	0	0	0	0	0
LOC_Os09g20790	0	0	0	0	0	0	0	0	0
LOC_Os09g20780	0	0	0	0	0	0	0	0	0
LOC_Os09g20750	0	0	0	0	0	0	0	0	0
LOC_Os09g20740	0	0	0	0	0	0	0	0	0
LOC_Os09g20730	0	0	0	0	0	0	0	0	0
LOC_Os09g20720	0	0	0	0	0	0	0	0	0
LOC_Os09g20710	0	0	0	0	0	0	0	0	0
LOC_Os09g20700	0	0	0	0	0	0	0	0	0
LOC_Os09g20684	0	0	0.6107368731	81.8266027827	35.4608101767	59.8569626021	248.7562650261	118.8258636105	249.5582993024
LOC_Os09g20670	0	0	0	0.7305946677	1.9342260096	3.0695878258	0	0	0
LOC_Os09g20660	739.9676686221	755.774284574	872.1322547943	1602.1941062717	1369.4320148237	1388.2210941959	943.6154319992	1197.9984609913	1528.5445832271
LOC_Os09g20650	133.1700771706	166.9061756564	160.6237976267	162.9226108976	162.4749848096	144.2706278103	402.9851493424	319.4662562643	424.2491088141
LOC_Os09g20640	432.049526386	389.4477431982	450.7238123517	456.6216673141	507.4119565283	484.2274795122	364.8425220383	485.0432793282	453.3642437326
LOC_Os09g20630	301.2897673543	306.3559241486	310.8650684106	431.0508539445	330.1079056449	472.7165251657	159.2040096167	286.3508516516	151.8146320756
LOC_Os09g20600	0	0	0	0	0	0	0	0	0
LOC_Os09g20590	628.4904547009	707.364268258	828.1591999307	473.4253446713	509.346182538	485.7622734251	172.4710104181	224.0159723805	118.5401921686
LOC_Os09g20579	0	0	0	0	0	0	0	0	0
LOC_Os09g20570	0	0	0	0	0	0	0	0	0
