Gene_ID	Roots_Control_full_fertilizer	Roots_Control_water	Roots_Ammonium_stress	Roots_Nitrate_stress	Roots_Urea_stress	Shoots_Control_full_fertilizer	Shoots_Control_water	Shoots_Ammonium_stress	Shoots_Nitrate_stress	Shoots_Urea_stress
Sobic.006G111700	11.609	10.947	14.553	14.195	14.625	14.621	11.606	15.446	15.639	14.927
Sobic.006G111800	16.248	14.247	17.197	18.436	17.383	9.189	9.533	9.519	9.844	8.521
Sobic.006G112000	1.727	2.546	3.35	3.878	3.31	0	0.344	0.25	0.172	0.261
Sobic.006G112100	39.457	60.186	40.547	35.548	34.792	30.115	46.203	34.797	30.293	31.472
Sobic.006G112200	0	0	0	0	0	0	0	0	0	0
Sobic.006G112300	0.051	0.01	0.025	0.022	0.056	0	0.011	0.03	0.03	0.028
Sobic.006G112500	4.645	5.001	5.356	5.073	4.9	4.791	4.793	3.777	4.542	3.776
Sobic.006G112600	2.402	4.448	3.463	3.365	2.792	25.915	15.525	28.95	40.59	29.885
Sobic.006G112700	9.059	12.223	10.727	10.609	10.36	10.533	11.111	9.706	12.245	11.67
Sobic.006G112800	7.087	9.381	12.691	14.36	13.686	19.241	14.561	21.396	23.996	22.127
Sobic.006G112850	1.998	3.797	2.259	1.711	1.888	1.146	1.236	1.205	0.893	1.094
Sobic.006G112900	0.449	1.204	0.592	0.553	0.641	0.044	0.11	0.019	0.1	0.067
Sobic.006G113000	4.32	10.558	8.76	7.484	5.651	0.244	3.193	1.809	1.194	1.54
Sobic.006G113100	0.107	0.215	0.277	0.114	0.088	0	0	0.016	0	0
Sobic.006G113200	0.841	1.343	1.498	1.213	1.089	0.154	0.134	0.185	0.108	0.141
Sobic.006G113301	0.016	0.01	0	0	0	0.009	0	0.016	0	0
Sobic.006G113400	0	0	0	0	0	0	0.026	0.029	0	0
Sobic.006G113500	14.251	35.962	36.503	39.481	47.473	0.137	0.091	0.4	0.177	0.441
Sobic.006G113600	0.225	0.128	0.102	0.233	0.197	0.182	0.031	0.092	0.089	0.082
Sobic.006G113700	0.368	0.504	0.726	0.564	0.932	0	0.085	0.127	0	0.042
Sobic.006G113800	2.611	6.41	3.923	2.779	2.692	3.25	14.594	7.768	6.721	7.752
Sobic.006G113900	8.611	6.386	4.399	3.241	2.624	4.393	31.967	17.202	15.245	17.141
Sobic.006G113950	0	0	0	0	0	0	0	0	0	0
Sobic.006G114000	0	0.008	0	0	0	0	0	0	0	0
Sobic.006G114100	0.024	0.017	0.04	0.019	0.037	0.739	0.867	0.729	0.598	0.755
Sobic.006G114150	0	0	0	0	0	0	0	0	0	0
Sobic.006G114200	0.966	0.59	0.973	0.411	0.318	0.594	2.928	2.048	2.323	3.122
Sobic.006G114300	0.352	0.377	0.461	0.482	0.51	4.156	0.95	2.256	2.673	2.023
Sobic.006G114400	19.449	16.604	22.597	22.174	21.13	19.064	28.083	20.882	21.8	17.311
Sobic.006G114500	30.94	24.297	26.312	28.754	27.028	28.416	18.752	19.395	22.891	20.293
Sobic.006G114600	9.03	2.624	4.743	5.879	4.542	0.822	0.972	1.171	1.512	1.366
Sobic.006G114700	0.298	0.346	1.313	0.879	1.008	1.384	1.965	2.184	1.389	1.984
Sobic.006G114800	67.409	79.814	63.073	61.891	59.811	42.057	55.182	33.142	33.191	32.524
Sobic.006G114900	2.6	1.995	2.559	2.138	2.298	14.577	31.842	21.518	19.614	18.019
Sobic.006G115000	29.022	22.164	33.345	36.631	37.45	28.507	24.567	27.076	28.839	25.681
Sobic.006G115100	13.117	11.982	14.236	14.554	12.571	12.98	22.813	13.512	12.348	12.158
Sobic.006G115200	0.01	0	0.023	0.009	0.01	0.012	0.011	0.068	0.01	0.02
Sobic.006G115300	0.303	0.768	0.533	0.432	0.705	1.394	3.952	2.454	1.611	2.594
Sobic.006G115400	0	0	0	0	0	0	0	0	0	0
Sobic.006G115466	15.751	31.446	24.214	19.626	16.759	12.392	21.667	13.784	13.999	15.053
Sobic.006G115532	0	0.029	0	0	0.054	0	0.078	0.027	0.047	0.02
Sobic.006G115600	20.008	29.689	25.575	23.112	21.759	15.475	23.996	20.189	23.825	25.055
Sobic.006G115700	0.906	0.872	0.63	0.524	0.686	1.247	1.168	1.371	1.417	1.896
Sobic.006G115800	0	0	0	0	0.015	0.122	0.013	0.059	0.162	0.054
Sobic.006G115900	0	0	0	0	0	0	0	0	0	0
Sobic.006G116000	6.14	3.679	5.232	6.123	5.661	17.962	10.946	12.629	13.649	13.024
Sobic.006G116050	2.767	3.158	1.289	1.072	1.167	6.637	7.617	10.185	8.773	8.233
Sobic.006G116100	11.3	14.925	12.313	12.207	10.86	11.641	13.363	10.495	11.426	10.835
Sobic.006G116200	4.899	3.488	2.554	2.915	3.337	0.859	0.958	0.584	0.811	1.242
Sobic.006G116300	13.863	12.426	11.469	11.868	11.265	13.379	12.383	11.235	10.295	11.01
Sobic.006G116400	0	0	0	0	0	0	0	0	0	0
Sobic.006G116500	2.722	2.538	3.35	3.843	3.728	3.237	1.721	3.397	3.309	3.726
Sobic.006G116600	0.025	0.045	0.02	0.034	0.055	0.034	0.007	0.007	0.046	0.03
Sobic.006G116700	143.954	131.859	174.364	193.96	207.343	128.919	105.701	119.825	119.747	102.599
Sobic.006G116801	0.124	0.181	0.175	0.119	0.127	0.035	0.036	0.036	0.031	0
Sobic.006G116900	1.687	4.946	8.752	3.721	29.626	1.017	0.794	2.223	1.263	1.995
Sobic.006G117000	4.999	3.954	7.845	7.836	7.851	3.962	1.381	1.59	1.661	1.521
Sobic.006G117100	8.248	5.032	8.683	7.994	6.897	0.923	0.842	0.931	1.13	1.115
Sobic.006G117300	0.034	0.021	0.045	0	0.078	0.019	0	0	0	0
Sobic.006G117400	0.135	0.022	0.087	0.061	0.065	0.087	0.018	0.29	0.115	0.082
Sobic.006G117500	1.58	2.458	1.701	2.043	2.16	0.032	0.346	0.721	0.342	0.671
Sobic.006G117600	0.724	3.22	8.518	4.302	13.584	0.008	0.033	0.041	0.03	0.041
Sobic.006G117700	0.011	0	0.01	0.02	0.012	0.287	0.184	0.079	0.164	0.088
Sobic.006G117800	0	0	0.012	0.007	0	0	0.033	0.024	0.007	0.02
Sobic.006G117900	0.02	0	0.008	0.02	0.021	0.179	0.071	0.057	0.057	0.096
Sobic.006G118000	0	0	0	0	0	1.069	0.121	0.38	0.371	0.291
Sobic.006G118100	0.083	0.079	0.03	0.046	0.093	0.043	0.057	0.028	0.046	0.026
Sobic.006G118150	0	0	0	0.011	0	0.014	0	0	0	0
Sobic.006G118200	0.206	0.201	0.092	0.09	0.13	0.455	0.214	0.172	0.135	0.193
Sobic.006G118300	1.763	2.299	1.587	1.752	1.991	7.186	5.66	4.867	6.023	4.88
Sobic.006G118400	0.83	0.879	0.706	0.416	0.718	0.851	0.565	0.719	0.605	0.398
Sobic.006G118500	0	0	0	0	0	0	0.013	0	0	0
Sobic.006G118700	26.496	39.05	29.915	27.102	26.7	33.362	35.677	29.749	29.913	28.202
Sobic.006G118800	0.027	0.016	0.033	0.039	0.055	0.026	0	0	0.028	0.027
Sobic.006G118850	0.172	0.099	0.018	0.084	0.135	0	0.022	0.02	0	0
Sobic.006G118900	8.492	8.589	7.245	6.043	6.085	4.402	6.653	4.852	4.153	4.147
Sobic.006G119000	49.634	40.075	63.787	71.746	77.974	10.395	12.677	11.977	9.996	12.689
Sobic.006G119100	0.049	0.087	0.332	0.248	0.202	0.065	0.203	0.145	0.098	0.165
Sobic.006G119200	269.492	421.598	229.016	238.063	256.981	72.208	59.8	37.865	39.855	42.533
Sobic.006G119300	2.916	3.364	5.31	5.224	5.053	3.674	3.45	3.933	5.28	4.554
Sobic.006G119400	5.666	8.083	5.722	5.587	5.222	7.462	8.707	5.31	5.384	5.519
Sobic.006G119600	0.773	1.352	0.911	0.786	0.817	0.454	0.832	0.614	0.536	0.637
Sobic.006G119700	53.462	53.363	50.137	49.487	48.105	27.19	26.073	21.634	16.218	17.748
Sobic.006G119800	18.112	15.798	13.661	13.783	15.212	14.164	12.681	8.835	7.757	8.199
Sobic.006G119900	7.003	14.02	9.793	9.49	9.647	18.754	26.306	17.796	18.363	20.011
Sobic.006G120000	1.147	0.841	0.895	0.777	1.017	0.315	0.099	0.782	0.596	0.897
Sobic.006G120100	0.018	0.04	0	0	0.02	0.037	0	0	0	0
Sobic.006G120200	3.308	3.139	2.797	2.9	2.806	1.846	1.679	1.778	1.729	1.621
Sobic.006G120301	0.144	1.05	0.162	0.253	0.292	0.754	0.321	0.47	0.4	0.526
Sobic.006G120400	0.19	0.632	0.716	0.485	0.391	0.338	0.528	0.496	0.521	0.415
Sobic.006G120500	29.97	44.551	41.725	35.355	42.427	19.7	28.364	34.574	34.53	37.71
Sobic.006G120600	2.834	2.131	3.671	3.758	3.328	1.786	1.083	1.813	2.145	1.888
Sobic.006G120700	10.476	10.104	10.225	10.695	10.424	5.975	7.727	6.049	6.484	6.948
Sobic.006G120800	17.988	19.697	20.815	20.18	19.224	21.026	21.843	19.765	19.86	16.966
Sobic.006G120900	34.508	25.674	33.403	33.014	31.712	12.344	13.344	16.009	15.742	15.395
Sobic.006G121000	0.028	0	0	0.025	0	0	0	0	0	0
Sobic.006G121100	39.207	37.879	43.562	42.29	46.376	34.723	34.713	38.738	42.953	36.151
Sobic.006G121200	0.05	0.017	0.063	0.007	0.019	0.124	0.195	0.782	0.508	0.718
Sobic.006G121300	6.174	7.34	7.328	6.251	6.037	7.188	8.154	7.521	7.89	7.615
Sobic.006G121400	10.739	13.077	15.32	15.074	15.573	10.22	12.57	10.773	10.954	9.424
Sobic.006G121500	1.964	2.605	2.129	2.166	2.586	0	0.046	0.119	0.018	0.023
Sobic.006G121600	0.008	0.026	0.038	0	0.009	0.008	0.112	0.508	0.393	0.523
Sobic.006G121700	0	0	0	0	0	0.086	0	0.044	0.046	0.041
Sobic.006G121800	0.02	0.043	0.069	0.024	0.02	0.062	0.156	0.279	0.513	0.424
Sobic.006G121900	5.272	9.528	4.826	4.433	5.037	6.591	7.263	3.415	4.259	4.966
Sobic.006G121950	8.6	4.247	15.955	5.8	4.897	16.115	15.075	18.921	8.738	4.606
Sobic.006G122000	0	0.016	0	0.017	0	0	0	0	0	0
Sobic.006G122100	0.355	0.658	0.514	0.587	0.6	2.417	0.916	1.263	1.132	1.3
Sobic.006G122200	11.572	8.622	11.732	10.088	10.613	7.108	6.996	9.098	10.034	8.955
Sobic.006G122300	0.748	0.341	0.284	0.262	0.319	3.16	1.169	2.078	1.616	2.178
Sobic.006G122400	101.947	62.679	38.889	40.607	40.713	53.104	14.763	12.398	14.213	15.388
Sobic.006G122500	0.822	1.291	0.593	0.359	0.556	2.914	4.527	3.446	4.63	4.303
Sobic.006G122600	2.178	2.682	2.433	2.06	1.823	3.915	3.047	2.249	1.438	1.899
Sobic.006G122700	1.865	2.726	1.47	2.12	1.93	2.292	2.385	2.139	1.779	1.47
Sobic.006G122800	14.681	12.65	11.965	12.393	8.828	0.014	0.092	0.089	0.138	0.103
Sobic.006G122900	3.056	2.792	2.5	2.348	2.003	4.415	5.404	4.279	3.574	3.266
Sobic.006G123000	0.358	0.241	0.316	0.091	0.229	0.145	0.172	0.126	0.128	0.117
Sobic.006G123100	1.272	11.232	7.473	7.392	8.386	0.023	0.085	0.174	0.039	0.08
Sobic.006G123200	0.032	0.031	0.025	0.026	0.067	0.161	0.099	0.062	0.015	0.076
Sobic.006G123300	10.166	7.428	19.106	20.4	22.215	3.094	6.89	16.917	11.501	15.714
Sobic.006G123400	0.021	0.014	0.042	0.064	0.058	0.058	0.222	0.078	0.084	0.105
Sobic.006G123500	0.036	0.015	0	0	0.013	3.003	21.045	7.834	5.192	6.46
Sobic.006G123600	4.544	4.715	5.569	4.883	4.614	6.311	6.518	5.8	5.905	5.18
Sobic.006G123650	0.078	0.038	0.083	0.031	0.036	0	0.038	0.117	0.044	0.071
Sobic.006G123700	0.51	0.501	0.459	0.41	0.778	0.189	0.239	0.404	0.331	0.543
Sobic.006G123800	0	0	0	0	0	0	0	0	0	0
Sobic.006G123900	7.391	9.407	6.493	5.948	5.699	5.772	8.168	4.763	5.003	4.561
Sobic.006G124000	5.21	4.535	3.044	3.131	2.609	6.976	4.346	1.656	1.319	1.169
Sobic.006G124100	0.4	0.412	0.411	0.33	0.421	0.006	0.115	0.044	0.057	0.029
Sobic.006G124200	1.702	2.267	2.502	3.632	2.704	0.031	0.357	0.265	0.084	0.303
Sobic.006G124300	10.888	7.641	14.295	14.826	13.202	8.262	8.401	10.951	11.667	7.701
Sobic.006G124400	8.586	13.374	15.022	19.182	17.332	6.83	8.488	8.789	9.807	10.072
Sobic.006G124500	0.102	0	0.023	0.006	0.037	0.283	0.14	0.112	0.113	0.13
Sobic.006G124600	0.153	0.02	0.031	0.041	0.008	0.034	0.034	0.038	0.031	0.065
Sobic.006G124700	0	0	0	0	0	0	0	0	0	0
Sobic.006G124800	0	0	0	0	0	0	0	0	0	0
Sobic.006G124850	0	0	0	0	0	0	0	0	0	0
Sobic.006G124900	89.752	79.164	78.924	78.405	76.494	87.491	102.157	71.167	68.6	65.708
Sobic.006G125000	2.735	1.337	1.769	1.546	1.805	20.144	34.377	24.543	9.77	19.391
Sobic.006G125100	6.495	5.703	4.613	6.542	6.833	0.377	1.038	0.872	0.665	0.746
Sobic.006G125200	1.692	2.181	1.804	2.367	1.815	0.225	1.048	0.471	0.442	0.597
Sobic.006G125301	0	0	0	0	0	0.072	0	0	0	0
Sobic.006G125400	20.889	28.143	20.254	19.103	17.71	16.778	26.253	14.833	15.807	16.632
Sobic.006G125500	13.787	15.664	16.292	16.035	15.32	9.837	10.394	7.92	8.849	8.605
Sobic.006G125600	0.056	0.097	0	0.044	0	0.279	0.405	0.452	0.419	0.368
Sobic.006G125700	19.593	17.164	22.701	22.06	20.168	10.606	13.455	11.949	13.752	10.962
Sobic.006G125800	2.289	1.488	2.537	2.499	4.592	10.95	8.096	12.602	10.033	11.499
Sobic.006G125900	21.829	22.312	23.726	26.299	24.682	19.328	18.092	14.189	16.785	13.795
Sobic.006G126000	55.848	48.699	64.998	70.748	67.716	41.745	42.838	38.843	41.264	36.73
Sobic.006G126100	61.726	79.351	71.638	72.956	66.175	49.306	64.687	52.805	53.731	49.319
Sobic.006G126200	18.555	18.774	17.938	19.288	17.597	14.125	18.778	14.587	12.921	11.307
Sobic.006G126300	82.735	78.778	104.281	99.565	92.37	47.866	47.973	45.749	48.583	45.086
Sobic.006G126400	6.618	10.024	8.883	7.306	6.271	10.427	6.636	8.762	8.005	7.139
Sobic.006G126500	29.739	44.486	37.638	33.473	32.157	33.235	46.038	42.321	39.834	44.251
Sobic.006G126600	7.315	8.85	7.194	6.576	6.199	8.963	8.78	7.906	8.841	8.341
Sobic.006G126700	11.348	9.478	14.404	15.784	13.172	15.403	13.876	20.415	20.805	20.551
Sobic.006G126800	1.311	1.27	1.812	2.026	1.929	1.168	0.787	0.932	1.343	1.305
Sobic.006G126900	38.143	48.821	50.462	54.245	54.956	35.522	36.591	40.161	41.258	45.036
Sobic.006G127000	16.847	13.366	30.433	25.484	27.868	15.953	22.201	74.32	49.936	60.762
Sobic.006G127100	16.919	7.059	5.414	5.199	6.149	0.104	0.111	0.064	0.063	0.063
Sobic.006G127200	11.267	7.536	13.338	13.183	13.255	13.127	10.886	11.848	11.834	10.531
Sobic.006G127300	0.231	0.257	0.203	0.425	0.187	21.326	18.822	41.653	43.514	50.976
Sobic.006G127350	1.447	1.874	1.065	1.652	1.225	11.252	11.204	9.851	11.158	11.028
Sobic.006G127400	18.994	20.405	15.648	15.384	16.83	14.999	18.296	13.048	12.871	15.392
Sobic.006G127500	8.988	6.337	7.132	9.02	8.357	7.043	4.999	5.722	4.662	5.056
Sobic.006G127600	43.423	43.81	45.826	43.965	41.406	52.171	60.938	51.585	53.646	47.406
Sobic.006G127700	0.037	0.023	0.031	0.016	0.041	0	0	0.043	0	0
Sobic.006G127750	0	0.023	0	0	0	0.042	0	0.054	0	0
Sobic.006G127800	0	0	0	0	0	0.033	0.007	0.024	0.037	0.007
Sobic.006G127900	31.139	13.837	7.003	6.542	6.036	1.841	0.987	1.239	1.434	0.653
Sobic.006G128100	9.26	9.573	8.099	7.756	7.717	8.495	6.252	6.506	6.347	6.143
Sobic.006G128150	0.045	0.054	0.035	0	0	0	0	0	0.051	0
Sobic.006G128200	2.363	2.892	3.496	2.819	3.299	1.437	1.719	2.32	2.091	2.861
Sobic.006G128233	0	0.032	0	0	0	0.027	0	0	0	0
Sobic.006G128266	0	0	0	0.047	0	0	0	0	0	0
Sobic.006G128300	11.407	13.892	13.058	12.659	11.69	16.915	27.315	18.802	20.525	14.487
Sobic.006G128400	2.07	2.386	2.041	2.415	2.392	1.351	1.28	1.31	1.082	1.141
Sobic.006G128450	0	0.09	0	0	0.083	0.08	0.162	0	0.146	0.296
Sobic.006G128500	0.062	0.229	0.092	0.082	0.091	0.559	0.302	0.266	0.071	0.126
Sobic.006G128600	0.173	0.336	0.424	0.245	0.29	0.417	0.334	0.532	0.587	0.404
Sobic.006G128700	0.846	1.335	1.297	1.293	1.341	1.929	2.604	2.499	2.7	2.4
Sobic.006G128800	11.621	16.931	12.249	10.728	11.065	11.917	19.795	12.185	12.856	11.019
Sobic.006G128900	32.534	42.395	33.891	31.985	32.268	41.267	41.917	30.479	31.551	31.868
Sobic.006G129000	15.713	13.271	20.985	19.592	19.552	13.305	15.967	16.027	17.677	13.656
Sobic.006G129100	0.076	0.016	0.037	0.115	0.105	0.048	0.033	0.014	0.062	0.05
Sobic.006G129200	0	0.026	0	0	0	0	0	0	0	0
Sobic.006G129300	0	0	0	0	0	0	0	0	0	0
Sobic.006G129400	0.399	0.377	0.274	0.359	0.452	0.784	0.565	0.643	0.65	0.38
Sobic.006G129466	0	0	0	0	0	0	0	0	0	0
Sobic.006G129532	0	0	0	0	0	0	0	0	0	0
Sobic.006G129600	0	0	0.049	0	0.125	0	0	0.034	0	0
Sobic.006G129700	6.65	6.422	5.758	5.533	5.135	7.773	5.145	4.991	6.913	5.702
Sobic.006G129800	0.303	0.293	0.332	0.374	0.579	0.245	0.212	0.224	0.226	0.303
Sobic.006G129900	12.558	10.158	15.292	14.412	14.452	7.971	8.022	6.756	7.716	5.743
Sobic.006G130000	0.876	1.356	1.041	0.917	0.698	5.763	21.971	17.121	18.149	23.529
Sobic.006G130100	7.801	11.882	16.948	15.731	16.363	5.419	10.939	12.126	12.127	11.547
Sobic.006G130200	16.102	15.971	12.989	12.452	11.574	10.058	10.655	9.064	9.16	8.618
Sobic.006G130300	0.265	0.598	0.424	0.597	0.574	73.83	83.785	120.371	139.868	138.401
Sobic.006G130400	6.46	17.762	14.464	14.195	10.607	1.212	1.136	1.284	0.898	1.268
Sobic.006G130501	13.704	16.502	12.001	12.348	10.53	4.29	2.69	1.891	2.049	2.718
Sobic.006G130600	5.386	18.373	19.022	17.007	12.272	0.864	0.417	0.496	0.517	0.671
Sobic.006G130700	0.233	0.415	0.452	0.395	0.295	0	0	0	0	0
Sobic.006G130750	0.45	0.6	0.33	0.302	0.291	1.048	0.799	0.573	0.509	0.457
Sobic.006G130800	20.744	21.702	16.795	16.753	15.891	26.165	20.978	19.476	15.352	17.762
Sobic.006G130900	0	0	0	0	0	0	0	0	0	0
Sobic.006G131000	40.561	45.963	39.106	37.663	36.617	42.037	46.189	39.802	38.275	37.708
Sobic.006G131050	0	0	0	0	0	0	0	0	0	0.036
Sobic.006G131100	0	0	0	0	0	0.017	0.016	0.014	0.015	0.029
Sobic.006G131200	9.435	11.988	9.188	10.159	9.777	8.645	7.512	6.377	6.515	7.208
Sobic.006G131300	0.134	0.027	0	0.045	0.024	0	0.093	0	0	0.018
Sobic.006G131400	26.528	30.234	30.064	29.607	27.168	14.264	25.149	20.344	16.021	17.245
Sobic.006G131500	9.693	13.319	8.643	8.762	9.266	13.897	8.846	6.417	6.967	7.424
Sobic.006G131600	4.503	5.553	6.649	5.528	9.341	2.416	3.466	3.507	3.009	3.554
Sobic.006G131700	1.525	2.167	2.435	2.196	2.132	1.402	2.048	2.143	1.587	1.605
Sobic.006G131800	4.475	4.49	3.438	2.477	3.074	20.764	17.532	15.253	8.36	14.265
Sobic.006G131900	13.283	6.686	5.432	4.496	4.801	7.811	5.586	4.165	3.695	3.957
Sobic.006G132000	9.549	7.783	8.573	9.51	8.348	27.248	19.683	22.766	28.395	22.058
Sobic.006G132100	0.79	0.276	0.245	0.286	0.553	0.38	1.317	0.766	0.644	0.774
Sobic.006G132200	0.115	0.091	0.052	0.026	0.063	10.607	44.763	24.61	20.703	30.143
Sobic.006G132300	0.167	0.185	0.388	0.128	0.518	1.038	1.846	3.177	1.226	2.208
Sobic.006G132400	2.338	1.348	1.713	1.672	6.632	0.813	0.77	2.931	0.779	2.577
Sobic.006G132500	3.634	1.702	2.443	1.715	1.751	0.383	0.738	1.031	0.53	1.299
Sobic.006G132600	0.638	0.409	1.007	0.759	0.675	2.398	3.099	2.101	1.842	1.819
Sobic.006G132700	1.228	1.184	0.753	0.615	0.927	0.248	0.497	0.252	0.073	0.199
Sobic.006G132800	2.427	1.069	3.582	3.347	4.803	0	0.026	0.022	0.012	0.038
Sobic.006G132900	8.247	3.859	10.538	10.686	12.314	0.051	0.13	0.178	0.126	0.143
Sobic.006G133000	0.359	0.32	0.429	0.346	0.393	0.042	0.099	0.066	0.11	0.096
Sobic.006G133100	0.521	0.267	0.458	0.508	0.592	0	0.008	0	0	0.008
Sobic.006G133200	0.296	0.398	0.384	0.478	0.576	0	0	0	0	0.036
Sobic.006G133300	4.482	2.145	4.64	5.881	6.623	0.047	0	0.044	0	0
Sobic.006G133400	1.287	1.557	1.054	1.493	1.342	0.017	0.289	0.017	0.03	0.146
Sobic.006G133500	0.218	0.174	0.228	0.139	0.079	0.285	0.2	0.219	0.081	0.211
Sobic.006G133600	36.005	19.166	30.441	32.008	49.762	20.123	7.523	11.929	11.419	15.798
Sobic.006G133650	0	0	0	0	0	0	0	0	0	0
Sobic.006G133700	2.731	2.732	3.671	4.391	4.272	3.474	2.266	2.894	2.538	3.29
Sobic.006G133800	12.261	14.487	12.4	10.963	12.159	19.133	20.963	17.263	17.673	17.676
Sobic.006G133900	16.005	32.606	15.907	15.179	13.889	22.587	40.848	23.829	24.367	25.714
Sobic.006G134001	4.764	3.047	4.947	4.831	4.57	0.706	0.803	0.766	0.727	0.654
Sobic.006G134100	6.601	6.926	4.92	4.517	5.067	1.179	3.189	1.077	1.331	1.285
Sobic.006G134200	3.655	2.725	2.995	1.754	4.261	5.896	4.74	5.663	5.232	6.642
Sobic.006G134300	0.097	0	0.087	0.092	0	0	0	0	0	0.087
Sobic.006G134400	28.454	27.797	28.866	25.177	24.93	52.173	58.303	45.694	42.359	42.942
Sobic.006G134500	9.001	7.422	9.781	9.725	9.653	7.212	7.451	5.304	5.546	5.345
Sobic.006G134550	0	0	0	0	0	0	0	0	0	0
Sobic.006G134600	0.038	0.105	0.108	0	0.404	0	0	0	0	0
Sobic.006G134700	0.099	0.033	0.017	0.035	0.078	0	0	0	0	0
Sobic.006G134800	28.301	28.001	22.718	23.081	24.992	13.044	18.511	10.198	10.989	11.3
Sobic.006G134900	3.631	2.544	2.972	3.601	4.175	4.95	2.967	4.55	4.719	5.057
Sobic.006G135000	39.958	38.285	57.659	60.983	55.28	15.392	14.772	17.757	19.848	15.407
Sobic.006G135100	0.453	0.323	0.275	0.206	0.203	16.023	12.587	19.743	22.865	23.982
Sobic.006G135200	1.292	1.477	1.376	1.524	1.38	3.642	2.416	2.452	3.03	2.216
Sobic.006G135300	13.5	11.984	12.495	12.072	11.586	0.417	0.957	0.634	0.536	0.965
Sobic.006G135500	10.45	4.495	9.405	9.323	14.03	0.02	0	0.024	0	0.039
Sobic.006G135525	0.098	0.021	0	0.018	0.023	0.111	0.137	0.07	0	0.129
Sobic.006G135550	0.037	0.06	0.017	0.01	0	0.013	0	0	0	0
Sobic.006G135575	418.246	335.316	365.639	314.157	305.155	589.787	821.269	817.72	698.352	716.747
Sobic.006G135600	1135.739	943.643	949.421	855.992	869.858	1701.925	1949.395	2121.666	1857.348	2192.55
Sobic.006G135701	0.226	0.211	0.071	0.121	0.061	0.304	0.129	0.124	0.208	0.135
Sobic.006G135800	0.193	0.173	0.308	0.464	0.653	5.012	2.56	3.037	2.941	3.621
Sobic.006G135900	8.784	8.924	9.594	8.965	8.663	4.974	6.495	5.625	6.029	5.34
Sobic.006G136000	2.569	2.083	2.361	2.708	2.82	2.444	1.404	2.683	2.042	1.743
Sobic.006G136100	3.297	2.944	2.52	2.85	3.003	2.584	1.924	1.668	1.771	1.885
Sobic.006G136200	14.657	18.013	14.521	12.555	11.679	15.073	22.567	14.902	15.06	14.851
Sobic.006G136300	0.768	0.501	0.068	0.563	0.719	0.352	0.362	0.356	0.244	0.138
Sobic.006G136400	115.24	106.649	124.723	129.214	126.749	81.433	72.466	62.939	65.719	60.425
Sobic.006G136500	1.71	1.205	1.29	1.137	1.21	0.636	2.267	0.456	0.348	0.419
Sobic.006G136600	1.282	0.934	1.163	1.012	1.186	0.876	0.341	0.381	0.486	0.649
Sobic.006G136700	0	0	0	0	0	0	0	0	0	0.012
Sobic.006G136800	39.094	61.498	46.781	44.949	46.629	23.993	15.07	17.569	17.361	16.388
Sobic.006G136900	0.713	0.495	0.515	0.603	0.594	1.907	1.793	2.273	3.024	3.427
Sobic.006G137000	0	0.045	0.026	0.024	0.01	0.069	0.038	0.046	0.049	0.008
Sobic.006G137100	358.409	323.286	466.371	497.11	510.971	288.299	284.535	298.365	327.994	253.053
Sobic.006G137200	0.864	2.353	1.441	1.353	1.239	3.093	5.11	4.495	4.648	5.014
Sobic.006G137300	4.304	5.157	4.805	4.44	4.626	7.623	7.063	7.2	7.152	7.507
Sobic.006G137400	1.615	6.94	1.148	1.486	1.563	0.443	1.574	0.641	0.9	1.157
Sobic.006G137500	3.435	3.005	1.736	1.503	2.721	2.48	1.356	1.614	1.036	2.222
Sobic.006G137600	13.088	15.485	16.534	17.507	17.484	14.403	12.438	13.891	16.048	13.895
Sobic.006G137700	22.457	22.963	23.4	24.69	23.202	24.858	23.768	21.743	24.458	24.506
Sobic.006G137800	10.613	8.515	10.319	10.967	10.669	16.135	15.972	13.353	13.225	12.265
Sobic.006G137900	0.02	0.105	0.517	0.229	0.142	0	0.063	0.086	0.06	0
Sobic.006G138000	25.026	26.577	26.03	28.119	26.405	24.392	25.43	20.966	20.718	21.099
Sobic.006G138100	111.719	95.773	146.288	168.651	163.224	85.328	76.438	93.174	92.754	80.535
Sobic.006G138200	20.799	14.112	18.085	18.707	18.807	21.83	20.51	17.341	18.859	17.084
Sobic.006G138300	19.244	11.425	12.507	12.315	11.905	15.556	11.859	9.419	9.804	8.614
Sobic.006G138400	45.975	89.647	39.373	33.899	33.172	57.259	41.009	16.89	20.279	21.494
Sobic.006G138500	16.053	15.582	13.244	10.606	9.418	5.803	5.989	4.037	4.369	4.723
Sobic.006G138600	10.011	10.364	10.289	10.837	10.81	8.625	8.426	8.056	8.255	8.173
Sobic.006G138700	0	0	0	0	0	0	0	0	0	0
Sobic.006G138800	5.781	12.327	5.429	5.488	6.238	6.259	9.637	12.694	10.509	12.78
Sobic.006G138850	0.03	0.041	0	0.041	0	0	0	0	0	0.072
Sobic.006G138900	0.61	0.502	0.655	0.645	1.052	1.356	0.765	1.318	1.223	1.228
Sobic.006G138933	0	0	0	0	0	0	0	0	0	0
Sobic.006G138966	0	0	0	0	0	0	0	0	0	0
Sobic.006G139000	10.862	11.189	16.493	15.537	15.878	12.877	16.022	17.835	21.1	15.817
Sobic.006G139100	263.934	255.459	271.566	264.567	252.369	243.984	204.829	209.198	215.005	187.924
