Gene	Maternal.transfer.zone_8DAP	Maternal.transfer.zone_14DAP	Maternal.transfer.zone_20DAP	Basal.endosperm.transfer.layer_8DAP	Basal.endosperm.transfer.layer_14DAP	Basal.endosperm.transfer.layer_20DAP
GRMZM2G010991	31.74141156	77.401638535	81.465753295	81.530810825	59.579723825	64.24358303
GRMZM2G055276	70.584184725	85.569826075	88.614489285	83.40924993	109.18564775	122.00035775
GRMZM2G087651	135.4700539	82.261961765	137.77735525	64.520229595	44.75671688	89.70656195
GRMZM2G122479	37.26149987	77.296542215	67.2532409	51.166772845	102.53904745	69.16619811
GRMZM2G005080	81.353798395	65.20481203	147.5994685	75.06200563	64.85006977	88.30359361
GRMZM2G179147	61.231143985	94.325254575	37.064406825	36.32788687	7.206879035	6.917357052
GRMZM2G063756	191.1029602	59.354617585	23.979207285	27.68531408	5.250881378	0
GRMZM2G066219	81.94138979	87.320560205	77.07165245	31.943921705	6.9205886145	2.7700461115
GRMZM2G032496	50.289546935	61.981828295	34.866008365	23.253001175	24.96841697	8.125591982
GRMZM2G145024	22.118051265	67.569786345	68.66186556	6.586727445	30.84370811	27.43406396
GRMZM2G023020	98.514207875	62.260616605	45.683618395	69.294675945	26.891923265	29.104849825
GRMZM2G116919	31.486294685	66.17692331	54.30612398	20.98119299	43.163789655	34.867845285
GRMZM2G035584	50.723349745	69.23555154	76.09336514	45.906514975	14.128417293	22.534398345
GRMZM2G110714	46.298909855	55.214489855	22.31373246	23.89184485	30.113342715	18.813322365
GRMZM2G442658	142.4957721	82.040982025	60.08092626	210.7547375	187.63700885	313.56404005
GRMZM2G098237	57.185905695	47.245251005	64.08117844	32.383536285	101.20665935	109.8985129
GRMZM2G425863	24.48977482	53.50169979	122.51615025	12.373576053	16.94618919	14.1232855705
GRMZM2G030880	36.83790635	85.314689295	2.6844388295	29.701400145	16.235246735	4.0264493405
GRMZM2G007381	103.82669512	60.511491015	109.167808485	38.015874375	71.01521093	47.87151185
GRMZM2G145175	44.88590087	60.094321985	34.23145139	41.117278985	81.40762611	172.43217895
GRMZM2G016447	14.480510805	58.613912325	67.360301885	1.242670284	69.835682995	56.49011739
GRMZM5G872147	16.38748789	66.99843183	53.200403765	7.834422075	83.178916455	54.02270836
GRMZM2G164743	45.509929835	73.36192281	46.789588395	30.76850774	36.75099227	17.3768563
GRMZM2G145449	26.301261225	73.825003855	115.45493297	22.32505943	53.614154275	28.20784931
GRMZM2G378121	97.788897855	81.4727291	188.08153875	60.66503859	93.97286603	85.41855805
GRMZM2G325575	60.013039335	74.17760329	106.73904925	23.14639639	41.391117515	43.77872938
GRMZM2G070378	74.550911165	73.533970565	57.167777795	22.194622235	110.69093731	89.75364746
GRMZM2G081935	54.50010014	81.43023476	64.711478395	37.303799355	55.248378	51.96596462
GRMZM2G180575	44.4015536	54.802194885	50.17408429	49.759720065	10.665942403	24.03285976
GRMZM2G058703	28.164805525	51.395369975	46.523563401	843.2226809	1174.71870425	435.5782491
GRMZM2G052422	54.56683387	90.069429895	63.00247866	4.544125356	24.42471848	7.972123705
GRMZM2G121990	33.795807885	40.201166265	103.610481525	25.913979	42.058346915	14.73058772
GRMZM2G053299	25.70096012	54.89384202	41.397197385	27.231019605	38.77304744	54.58282621
AC217840.3_FG001	21.852313525	87.99800063	56.219614915	17.276401129	46.99925986	21.23694981
GRMZM2G044805	56.20072953	80.553780935	113.31922909	14.623087805	93.466191195	89.83141477
GRMZM2G074386	49.38996405	65.83590768	72.08318948	41.22188969	50.336449455	89.863585155
GRMZM2G324886	65.593824035	51.319931725	83.312632385	26.990295155	38.202593495	30.779326735
GRMZM2G093880	53.189529765	80.95822442	27.707219375	20.4555027195	14.30694299	4.9154412795
GRMZM2G030571	3.06731112	73.07347554	20.08096988	0.5231619945	7.878344304	1.9114078515
GRMZM2G091586	35.09342176	67.645022535	93.63704297	38.27033449	61.77972629	62.003095185
GRMZM2G067417	90.39215776	92.204369225	148.72267515	59.69359324	95.318160125	71.30341885
GRMZM2G308106	33.45134608	61.95607479	43.091639145	15.902760775	43.884462315	44.70421997
GRMZM2G025783	59.05872579	55.438806945	34.80407151	35.189554085	25.202922505	33.683788885
GRMZM2G149022	89.09309888	42.438663965	12.065647755	5.394541785	0	0
GRMZM2G372077	54.140570225	65.80073612	111.81403555	34.75174416	93.22151366	73.18573222
GRMZM2G002131	41.996767745	74.84536684	72.90322821	40.7168713	34.536098775	33.160491645
AC208341.4_FG005	74.760535725	52.594157945	136.73773985	39.422282435	37.213975555	59.01867276
GRMZM2G062199	18.260686465	40.713633605	18.50321367	27.610889405	37.900170425	36.228777265
GRMZM2G070716	63.22653774	56.70417314	100.710545005	15.5555298775	60.861551915	26.85217003
GRMZM2G009895	113.582334785	53.72341775	54.90882839	105.29803656	37.042054485	32.71777351
GRMZM2G178595	11.623197135	46.64073937	66.507237405	28.893904925	25.361601835	24.195768135
GRMZM2G087291	13.400122795	43.941075755	24.619948995	3.5819261145	61.76285632	30.420712305
GRMZM2G061745	34.1464301	67.425029035	57.03217327	29.523087265	48.1061863	50.796326195
GRMZM2G157317	26.79706947	41.55426763	78.079658935	16.420849845	34.92307327	24.257379225
GRMZM2G033283	59.986934305	80.116140715	128.48039482	39.28920149	67.856051765	97.97839863
GRMZM2G095593	71.314673805	66.915677845	89.500576675	51.33852453	37.918887935	67.680460705
GRMZM2G474194	66.927793465	93.5998001	22.747116555	80.29520888	27.661655145	3.4302502615
GRMZM2G121303	27.199396075	65.63217291	71.04615535	16.0323099015	48.034237265	39.588565085
GRMZM2G155543	25.45145182	39.053151864	26.74097797	9.6606576705	26.077506725	33.61044211
GRMZM2G045318	112.93578555	46.292877935	55.82315477	21.348245405	87.791944025	109.23381555
GRMZM2G116204	161.8654775	75.585233415	71.78179691	30.431772975	26.69438367	25.5520485
GRMZM2G134539	26.818503475	54.48742299	87.381968585	22.22680829	65.753887785	41.912163445
GRMZM2G012628	46.58257688	69.53162871	41.251067345	38.092427625	57.006978755	49.155562045
GRMZM2G071959	193.32543435	90.97527631	22.228915855	117.45595225	37.49106959	29.68255884
GRMZM2G143258	86.288743135	78.70579034	60.642929955	31.99022811	108.484064	58.833444795
GRMZM2G117030	47.172814945	81.215826655	53.12148713	28.616788745	8.690511991	0.272440975
GRMZM2G134917	77.508616425	79.54344432	105.45743735	54.58577343	42.53637204	15.538554065
GRMZM2G323888	72.56600046	59.772901405	145.647215	53.773721085	85.47854677	38.76766659
GRMZM2G049296	45.761243205	51.66656119	39.695927475	21.30298848	11.872900905	21.599174825
GRMZM2G062289	81.71898935	55.60272745	77.968725875	58.351652015	130.869225105	78.557179915
GRMZM2G102382	9.1125677375	64.31553554	31.33621907	4.240213618	22.29614781	11.513423595
GRMZM2G018275	160.4181065	77.56505629	45.17825942	73.86503079	38.86419606	9.525595877
GRMZM2G100225	69.68610149	78.10775537	51.524443845	105.21315005	74.497366575	40.47244591
GRMZM2G156027	96.643302255	59.59763236	236.21504455	118.08277162	180.41484345	148.93511455
GRMZM2G050553	37.260645165	51.96728007	38.940425825	38.032521405	13.99627879	18.470622905
GRMZM2G049021	16.92603734	61.43682594	33.083835655	8.88234337	9.7629299615	2.7161667125
GRMZM2G141665	10.5018305295	66.16701107	69.077674665	3.1490161865	5.357360238	6.000414769
GRMZM2G005771	99.849236245	61.917758865	91.568200505	27.393595005	36.162348675	30.991833475
GRMZM2G174799	45.31933392	65.466867045	70.23110677	3.337133608	4.2579331785	1.6884728075
GRMZM2G326545	61.86874427	63.900909915	94.465466265	13.4332936905	46.008896835	58.06456949
GRMZM2G143780	292.501748	97.06242399	187.80152585	219.43670455	136.34363565	90.456980875
GRMZM2G105438	68.8382692	76.479428475	76.037656155	45.53544821	65.41557195	61.492389035
GRMZM2G073584	155.1849889	68.76724546	37.725604925	157.80543315	15.803098925	15.609273525
GRMZM2G179985	83.896083765	69.216873735	45.80191951	171.83191005	46.114211275	62.70213169
GRMZM5G846196	57.80054999	57.697434745	102.176882355	13.29502981	6.46630138	6.9647427965
GRMZM2G142640	112.53068458	66.630070785	241.533871	151.9847856	28.36450578	47.331658975
GRMZM5G837626	27.08699263	118.7641441	109.919970755	26.61309815	103.35303207	56.800641825
GRMZM2G049422	51.122264675	54.753456025	33.670160755	35.046183065	27.343002445	27.19148455
GRMZM2G083285	20.980353655	54.11707551	87.83001609	19.7022108015	14.40797643	9.7225292025
GRMZM2G113592	13.2996155	54.29375868	52.145598455	10.123690652	68.50267421	51.075956825
GRMZM2G117707	48.0711718	65.68266532	57.295683875	10.5661534365	14.543542175	4.149662853
GRMZM2G041697	18.45631771	75.30537655	33.000598705	12.504450605	52.27060455	37.378898685
GRMZM2G050641	22.154960705	68.65879993	32.876379155	12.052239235	18.75691884	27.155029535
GRMZM5G886109	65.724784285	62.801881585	154.604001	49.14771006	43.934119455	66.22787122
GRMZM2G042870	53.40416295	55.96953199	99.500135435	22.23833848	26.468866025	16.98339729
GRMZM2G156785	53.652333385	52.3992939	107.168825795	66.521190825	108.27412082	118.23843565
GRMZM2G321725	40.312156	68.31029464	80.540867545	43.65106092	81.98978106	70.091393005
GRMZM5G840560	22.15727599	58.140572475	37.722859595	7.106820441	25.285065265	13.17289178
GRMZM2G428179	68.50637716	68.74223156	87.53106415	27.74218757	19.905841265	22.327006325
GRMZM2G064988	27.46017674	74.30321857	55.514033565	19.69535521	30.813541185	38.659185155
GRMZM2G174644	17.101823271	65.28964986	66.303975135	18.123199985	71.211461125	61.920453315
GRMZM2G133421	41.237567165	51.02482143	47.111547745	41.35828802	17.198073332	13.529762945
GRMZM5G872417	65.963554345	68.36978423	159.1720971	43.6939676	100.99169281	96.308825785
GRMZM2G129954	60.73322601	67.009619535	61.18449629	1.4277298635	3.6492773725	0.7624822855
GRMZM2G149894	21.85012066	87.53441108	122.95715977	17.216996134	12.4246544895	17.014907305
GRMZM2G086489	57.135706755	55.68785133	58.85270304	46.188271915	15.34039504	9.49537003
GRMZM2G116620	15.1419441585	59.648473145	69.601644725	18.289591535	68.830274075	48.160431965
GRMZM2G032564	162.3523052	52.56443867	104.61106197	61.55430425	86.633548975	39.19468124
GRMZM2G109039	42.45398188	76.138273665	42.36321137	30.139898955	109.367960055	113.7843222
GRMZM2G109429	32.97692808	59.562832195	80.87741896	24.775533875	76.58669483	110.44492592
GRMZM5G820996	56.517917565	59.72978451	73.49987548	28.218507	62.458536805	60.93002111
GRMZM2G058479	8.300910602	51.33491237	49.375435925	20.35294781	55.281925675	46.950459625
GRMZM2G179090	22.875521455	71.04017098	38.75823402	10.67348279	7.3836512085	22.92959061
GRMZM2G111566	59.85534357	59.66888863	75.20169586	26.691062395	40.41091155	35.720880895
GRMZM2G141858	36.20424103	110.836680205	233.53276675	20.90015356	14.35907134	7.5293444915
GRMZM2G090849	23.206635265	45.21324004	46.81043661	17.49712738	13.7174861985	20.576830795
GRMZM2G016106	36.947774905	67.66497744	60.39979957	35.803087125	102.88286278	111.9505992
GRMZM2G149422	18.569580395	87.154325625	130.8587028	22.37979044	50.08660135	97.952043775
GRMZM2G131667	42.523829475	74.706098375	53.95899126	19.838651049	47.48862951	45.51418377
GRMZM2G070429	34.861706395	53.65478384	62.09133722	13.2162371	10.446184232	7.3554377625
GRMZM2G143651	45.098830415	65.664926995	56.825053275	27.135439025	59.94796236	37.77578574
GRMZM2G075775	214.6337641	96.886450985	67.59116332	190.49965245	30.9915095	8.2744133365
GRMZM2G049672	26.775469395	51.02004434	43.112695375	16.13564187	69.878296565	18.609780955
GRMZM2G061447	9.2150293275	46.901721575	24.46359577	12.57217472	11.1089292335	10.8144674855
GRMZM2G073764	70.53937465	68.42833043	8.1905759195	32.6577662	11.29872622	1.033435812
GRMZM2G165351	66.03843792	62.178056975	51.813710545	42.225431	14.688822417	10.030927561
GRMZM2G310031	15.2486491395	64.39687884	28.708225284	51.46074524	807.68034245	572.1046328
GRMZM2G108919	31.991300865	70.503363885	34.791715615	7.87493372	53.7707829	31.609845645
GRMZM2G062841	24.087464347	39.316531825	54.176730955	13.5193247495	28.28534258	39.164183625
GRMZM2G163081	86.711281195	59.251055575	55.30271479	152.37390925	59.770566575	44.90215746
GRMZM2G060522	240.050466	76.513559885	70.47561336	12.467616754	12.03357158	0.692060659
GRMZM2G423476	70.3590155	72.7642941	56.65081022	37.33720872	20.64743832	10.9071102795
GRMZM2G145840	59.49405396	76.675361285	57.23854191	35.344369475	16.76579377	12.643567205
GRMZM2G123188	8.871028375	33.118427225	142.85248655	0	0	3.830887521
GRMZM2G124409	93.307064705	50.034516105	59.61433007	126.0391581	13.492971243	6.3170091145
GRMZM2G045944	30.71611988	55.258766155	38.20190099	8.014924993	32.433010185	29.0896663
GRMZM2G149335	31.538938915	57.866034035	42.851367425	15.8893653	44.00252744	32.569719815
GRMZM2G077415	49.380363525	53.644131335	57.79468155	50.12856787	7.95863686	17.930444265
GRMZM2G003988	32.696974455	47.698200905	53.97777971	22.79308684	14.54097004	12.92169584
GRMZM2G540403	51.99863528	59.147989295	74.008751065	37.74491036	29.350389265	48.241714465
GRMZM5G867918	9.933464378	60.98213389	70.836480375	5.738369725	40.011096965	37.959933565
GRMZM2G106413	177.81168925	82.853097985	59.593140905	55.91773203	266.9873623	104.35916631
GRMZM2G135617	60.031086705	82.491122475	122.4377391	4.0442771325	9.722493953	9.7031007235
GRMZM2G047732	44.34448135	69.99792048	103.278877605	203.65545795	96.10545612	54.206237175
GRMZM2G337191	31.76038367	42.76671152	84.135408905	1.830616917	29.60754177	27.187458345
GRMZM2G154149	6.672306767	57.874550175	31.99342167	4.560942104	9.940178072	4.8589027225
GRMZM2G119079	53.905854055	68.027768375	52.91670839	26.200103895	38.207794615	54.76565361
GRMZM2G171921	28.203180715	53.265112425	57.17763354	22.50145547	43.092721395	36.33610966
GRMZM2G177842	13.70799437	58.82399535	39.81205389	3.963882145	51.458334505	28.209051695
GRMZM2G124143	90.04988174	52.088582545	156.5506327	43.94899974	48.336288095	55.71874809
GRMZM2G143703	47.24658669	57.193516665	72.816374175	16.5375128	11.4100346095	9.224002977
GRMZM2G149946	124.45872885	64.462758615	90.4397684	224.1995254	62.66302579	53.21321301
GRMZM2G408967	16.56877038	70.88812694	29.765749085	13.045856688	12.0505980035	18.772736785
GRMZM2G041881	77.355378435	93.87068002	100.228548295	66.485654545	109.84771715	136.1026427
GRMZM2G084149	15.222483582	75.03428876	44.778155505	15.757675375	28.0057925	30.548601445
GRMZM2G063262	40.844219775	70.54562375	57.57973421	18.28188313	19.24796313	18.596480355
GRMZM5G893343	17.092300015	66.785844265	54.780244665	15.890849231	43.4506571	12.86750692
GRMZM2G310947	434.8195591	63.4828603	102.6783379	523.07741175	62.287715815	49.419225125
GRMZM2G037094	29.203226655	73.59136022	156.61180205	25.05080278	64.89177542	53.283748045
GRMZM2G030167	46.182437405	43.84520058	49.37221862	49.661186775	79.4816434	50.41516822
GRMZM2G068202	0	54.376130415	59.078079255	444.6176847	356.2443606	282.811532
GRMZM2G057865	93.94160623	91.776138835	148.4371493	51.23182467	129.0145417	149.95425295
AC233922.1_FG008	30.77974941	63.18119548	131.23199565	13.241413835	17.749496345	22.31989855
GRMZM2G069095	16.729470075	51.27251497	60.79111944	20.88027443	43.194920725	15.375459585
GRMZM5G825978	9.91422586	54.1902448	72.166676745	0	42.09320646	69.92716606
GRMZM2G056462	53.587620265	65.27089331	72.302991275	18.799736995	46.361768165	24.117995945
GRMZM2G177621	89.380078655	67.429875695	54.397878835	51.50022272	24.720603695	17.76265714
GRMZM2G078500	23.64843173	58.629837125	34.64871384	26.148848715	89.754930335	50.949444275
GRMZM2G011742	35.96200445	61.424323355	50.20080854	64.271466315	89.294740055	82.43932468
GRMZM2G134045	40.318310455	63.39491143	42.3741384	25.285541705	32.660206105	29.788447205
GRMZM2G130889	24.08450603	72.506726195	40.679121475	13.5334226875	25.98634451	15.065842585
GRMZM5G835542	21.01444367	32.460156345	35.34965373	19.686640855	15.868934165	15.710377705
GRMZM2G085630	32.77251309	63.342365475	71.692133515	41.274292885	83.155726275	78.571423295
GRMZM2G100913	30.656163115	56.73266549	51.637752085	15.16757827	49.24698716	46.46154939
GRMZM2G013619	60.4704638	67.78581656	77.650601295	38.233199945	79.41041958	73.398627575
GRMZM2G019317	15.75560817	57.85958648	41.05242718	8.2520221025	6.8733496745	3.170406599
GRMZM2G126586	26.678468415	62.6330621	68.65204931	31.376447455	21.72996439	6.3778795855
GRMZM5G807260	48.14383198	52.33949529	110.116317875	9.14056186	35.577240155	13.2696083075
GRMZM2G121186	19.27389452	64.735831985	78.84869763	42.46551944	34.46213785	28.82051937
AC210023.3_FG015	97.62870067	80.82882897	100.818710615	27.89413758	66.85393768	35.05237209
GRMZM2G156320	17.15597287	52.80990138	27.229946395	15.54507129	18.46330254	23.33309051
GRMZM2G003897	132.4684813	96.315354475	137.14272205	93.07608875	55.35458267	59.976541765
AC195874.2_FG002	30.587578855	67.859877635	26.52808819	23.040234825	95.33914091	64.793891165
GRMZM2G142757	35.28085767	56.15989428	59.228118275	39.55364752	73.58378875	24.07336277
GRMZM5G876379	49.45750965	45.15503051	74.698799985	84.408206065	56.07819559	45.632480375
GRMZM2G121075	122.6508117	54.85476474	126.653792225	177.07262165	76.07605481	78.706162305
GRMZM2G049346	39.12160692	66.281280165	56.607778625	49.239056805	63.387695285	58.893760775
GRMZM2G059453	9.4699781685	62.86411418	44.693033235	7.290967435	15.0455911495	7.96268474
GRMZM2G116282	61.908585945	67.50263152	98.231870165	45.952556815	63.91160628	71.64707663
GRMZM2G048117	66.562620675	64.651637955	46.976195915	30.04664529	33.071028365	29.373646055
GRMZM2G014300	72.61915848	42.023207525	87.82429934	24.078939995	14.240344671	30.927216285
GRMZM2G171277	50.43800128	50.77012315	86.77149501	41.58088896	63.26231068	49.45804503
GRMZM2G080959	23.35218165	39.76078428	96.33074921	16.37041676	33.432883985	38.85090378
GRMZM2G164759	21.79197981	39.202224705	75.141002595	15.79489551	29.020665765	41.8580963
GRMZM2G081924	32.56086583	72.064611735	47.94279334	33.657837675	77.84887575	52.370370155
GRMZM2G060148	7.3824039975	68.167384415	28.524229145	16.261130095	8.569950261	11.379158525
AC194272.3_FG003	7.13443848	32.045047985	36.054834385	8.52586858	5.895449675	22.711124185
GRMZM2G149649	89.55426497	74.772725125	111.400974885	129.64094505	78.263685005	47.112444805
GRMZM2G162284	41.463093995	75.29505333	48.13004313	15.532932555	104.966965205	133.9991428
GRMZM2G009894	40.99255323	51.167217275	108.47071845	6.601664285	13.119630795	23.912185645
GRMZM2G029559	32.94907681	75.06184205	31.10632975	27.603420185	67.957172355	20.902662165
GRMZM2G173943	24.010696175	52.00641045	46.884718235	17.321721109	25.890742875	37.209147355
GRMZM2G428905	31.257058484	63.334075075	68.64190754	5.146016055	6.13957706	8.2402236175
GRMZM2G038606	26.78597103	58.5275007	45.536305815	39.44512203	70.52103517	82.158748805
GRMZM2G163671	25.054213175	64.18125238	76.86199665	17.220463075	32.659045025	24.99968603
GRMZM2G030123	19.819216995	62.446961465	34.85351025	3.7383827455	25.04859898	26.638313625
GRMZM2G347280	4.0984206745	60.79067371	2.0846458135	2.831797557	7.929085657	2.062073685
GRMZM2G322817	64.532432335	54.548283675	18.425340885	30.935721605	20.0979837	9.39848807
GRMZM2G517972	46.340828415	106.12907608	183.50995735	16.331243815	4.551707285	13.25978933
GRMZM2G064255	151.46504568	87.041892825	54.871871045	15.44956051	55.672935395	57.491215015
GRMZM2G056513	57.911851735	84.899978395	72.349870645	15.328934099	20.331829555	0.8619294435
GRMZM2G022619	121.83792402	84.44929846	130.78379285	75.648819625	108.613364775	58.38083468
GRMZM2G179462	33.27267242	58.3776612	103.51698706	0	22.5395387	10.6028004185
GRMZM2G140917	21.792335535	56.00816938	22.48797844	17.85380676	13.30022772	10.672659985
GRMZM2G149843	20.26806999	68.08610541	51.64960453	41.72695938	54.93164769	77.69654579
GRMZM2G542497	50.783487615	53.169884585	212.745379605	17.169725475	147.698292205	42.83251943
GRMZM2G052471	61.40454112	64.80992331	89.14381183	90.855422235	144.16926635	133.33286235
GRMZM2G181269	25.957663005	54.421837225	59.631444625	6.98617636	50.32961615	42.524895765
GRMZM2G064031	46.113013665	44.925343775	49.904336035	38.83108452	54.3383142	71.561372115
GRMZM2G043997	6.3428273415	59.4456696	32.54538484	4.213272417	24.75828104	17.37871927
GRMZM2G073979	35.875029855	65.27773033	35.84179395	6.7584930915	13.893329095	20.38677538
GRMZM2G057159	39.79084038	49.65723296	10.978403477	6.001588738	7.222860575	0.624121744
GRMZM2G168397	10.85702444	63.348965205	36.547735615	4.0654841175	11.855664615	2.544445579
GRMZM2G042171	78.067228945	72.839804235	34.76123139	16.64257999	40.94451686	39.582172515
AC212565.3_FG001	294.2597114	90.63583522	126.0616168	396.5831362	245.9571125	210.2555295
GRMZM2G382774	117.98756876	87.219496235	197.1311775	57.64722449	29.284871	45.5486786
GRMZM2G479112	55.10120788	59.842440715	63.538243445	41.88662823	50.296876525	78.905784185
GRMZM2G013457	161.96261285	83.96184188	250.88765075	174.40947725	110.35610982	38.801753455
GRMZM2G121360	2.242923125	59.37902788	97.670623825	1.0093792145	13.584746495	13.414066165
GRMZM2G385287	161.632241	74.106788905	142.25171485	203.20383005	76.362117675	81.779421055
GRMZM2G126603	43.899573855	72.483349485	115.02088535	53.823728505	55.33777085	41.021852815
GRMZM2G464401	37.362646365	74.61717645	48.295557265	33.851067185	48.398032645	43.31365988
GRMZM2G126682	55.029213495	56.046453385	62.315658965	59.80624792	45.354961655	24.22025439
GRMZM2G012140	13.506687285	43.86167925	0	0	1.240261069	0.53663981
AC197013.3_FG003	69.87315021	31.58707231	242.0011684	48.0655591	57.945267315	29.6165454
GRMZM2G061096	121.3982413	70.110122465	70.28328837	125.01432495	49.155155205	41.016776265
GRMZM2G303149	43.06765228	39.773339805	30.634742165	25.423301035	45.40134039	27.317643005
GRMZM2G017835	32.32009866	64.114963125	32.118951295	21.70298427	53.330311805	41.76670501
GRMZM2G093900	11.7048776775	45.16506219	22.161954025	6.242804838	5.546937455	3.0753141955
GRMZM2G305115	105.1361197	74.043827325	72.19269671	28.237194745	12.0154282745	13.022455295
GRMZM2G330019	18.74301964	68.864149795	41.737949585	68.643206465	239.2293328	254.7121062
GRMZM2G079066	105.10501527	69.654370575	76.536048355	120.88635175	77.736379215	108.37248632
GRMZM2G132690	7.3818239	70.304420325	229.3271989	3.9539849295	5.3380034615	10.592287296
GRMZM2G011588	18.583462329	67.358936835	26.013547425	8.0355775575	13.27386947	3.605570552
AC235543.1_FG003	100.775080245	98.17291825	120.712376505	30.655541745	54.227738165	31.313737425
AF546188.1_FG002	0	70.053152355	28.518928525	0	24.920970545	5.664546082
GRMZM2G006377	71.392122325	51.267503075	52.86505388	73.17751896	11.45961741	18.89534286
GRMZM2G703555	44.64815936	53.82681401	103.02660797	28.79536706	47.91095399	53.464156665
GRMZM2G082874	17.384740995	60.685795805	25.696945505	9.14730812	21.71559426	12.393579805
GRMZM2G109315	61.071385185	74.74698055	100.615810445	34.002506195	57.00228178	43.02495706
GRMZM2G026223	21.115380035	66.719183005	44.141774425	19.265640225	71.065237635	54.3289537
GRMZM2G156765	11.70165067	56.184865465	18.184375105	2.0713717905	13.6304547285	3.61428507
GRMZM2G060109	35.855650295	57.46626671	61.323859045	55.352789465	67.828523105	77.249728415
GRMZM2G037472	16.573821261	70.94633776	201.92411565	0	17.482812085	31.75256756
GRMZM2G123029	172.7987619	69.868830235	74.117315665	225.90355655	17.23869477	13.36937164
GRMZM2G127117	57.894250635	61.149639745	31.092110695	10.434168428	14.743360055	2.8018965545
GRMZM2G064159	45.721670105	66.829458615	79.2239978	26.815060355	19.093762585	29.70158477
GRMZM2G384339	259.6719987	67.273703225	75.90431446	178.40355325	21.761168245	15.586593415
GRMZM2G152688	36.824965505	53.30031213	66.915666005	36.338988585	54.830857915	63.51824069
GRMZM2G061135	49.11350906	48.097051705	34.18977269	76.98951951	37.92888368	21.14634523
GRMZM2G136534	30.018749525	73.033443885	81.02170244	108.19434018	85.19663824	84.53690908
GRMZM2G137802	5.623021063	53.966831875	24.94231956	1.220073937	14.046418296	10.1234226465
GRMZM2G176396	24.198942175	42.612802525	57.14200812	26.438241705	78.759148665	58.938009675
GRMZM2G413887	5.87363105	48.9332697	13.656199625	6.9010778985	1.1846333025	2.0493981775
GRMZM2G146951	136.86739325	55.6519666	67.800451625	76.92363844	27.492627375	24.780766525
GRMZM2G086202	16.4337352655	51.352170625	68.7742647	0	10.466381405	4.543226627
GRMZM2G082640	25.834230675	45.07316201	31.46022872	11.054662472	17.037016665	6.9067879825
GRMZM2G023242	48.34591636	41.855502285	109.895315325	83.415420775	60.03053362	83.46687054
GRMZM2G023392	130.88586005	62.95425199	74.13048743	243.4677052	85.542211045	110.59366635
GRMZM2G075003	27.055355985	47.15989381	49.03436697	46.49685453	36.7337091275	69.32006462
GRMZM2G080048	47.040158435	61.471297715	54.813410635	21.71907564	54.421625915	54.78220684
GRMZM2G005036	62.75509844	57.28502515	51.00391534	25.10987089	49.778797485	38.22368531
GRMZM2G007021	37.047830135	46.832275865	36.971505785	21.412465725	22.996087335	26.209826575
AC214350.3_FG007	49.688279285	43.77541387	78.8993155	55.204816585	64.66775037	39.104667245
GRMZM5G862101	20.1899698	70.40961305	107.14015639	6.5956931005	30.55294699	16.81450264
GRMZM2G028254	23.307546545	44.479362225	43.785674525	4.9296435485	54.0307738	48.800203505
GRMZM2G330650	26.890611715	45.19067337	28.716961175	15.716140405	22.75251548	20.498205655
GRMZM2G088375	3.281857516	53.147449935	40.46518414	1.252439889	23.78891926	12.42326954
GRMZM2G350626	50.923080595	62.07877602	57.03037025	13.600345445	38.382119345	13.234753375
GRMZM2G468111	402.79521475	42.60727917	180.2905978	127.70782875	146.1139919	320.7520589
GRMZM2G046055	75.442773395	79.35227363	64.742408365	130.1593016	169.80457205	142.46900775
GRMZM2G338333	17.490610545	62.745175215	36.029350745	5.3021622255	12.4814880905	4.9945122815
GRMZM2G038874	11.5609359935	36.51086152	71.927919335	19.992586015	38.811392355	15.900817694
GRMZM2G556667	42.397464915	49.804774895	73.09489398	29.11438999	69.869092595	27.703406925
GRMZM2G074604	35.736547295	51.760099345	58.88796039	22.974917045	23.04240368	4.916273106
GRMZM2G040382	23.080991805	50.7893208	43.79965366	8.4475532825	28.156285115	27.58554999
GRMZM2G124411	59.37625951	62.40439232	32.8048174	89.744045805	83.453504755	61.9148868
GRMZM2G146599	38.899246965	67.0864304	107.05345715	57.03451063	77.42934085	87.755314165
GRMZM2G150187	83.308170395	67.44410636	81.405074455	39.65533063	1.8795600155	10.491918733
GRMZM2G130034	103.13096829	48.823525355	14.863633025	87.590944675	6.02182434	2.65253009
GRMZM2G024354	233.9409766	79.72881142	147.79240195	272.67688045	114.05889365	73.02791002
GRMZM2G131324	31.63071957	44.575142165	55.868667665	11.301605257	27.877996075	31.70670824
GRMZM2G155281	50.709371325	59.678655835	52.785543195	9.238130438	142.50524565	172.4504331
GRMZM2G122543	18.547848995	61.652870895	94.403914645	22.57513339	15.13843037	26.211219125
GRMZM5G809195	8.384884851	51.498186595	46.380450565	4.0959191725	30.818720125	5.6118013835
GRMZM2G375002	22.80427713	44.851172365	19.066771425	20.240656825	31.119829165	36.319750235
GRMZM2G010290	48.07402384	51.407709155	73.38089225	30.61161845	15.334640775	13.391744845
GRMZM2G049495	81.742952375	40.473262225	82.070454065	34.798654745	45.754383105	69.52700253
GRMZM2G330772	7.222345226	35.173150407	31.298387965	12.454604795	46.82802338	39.75952928
GRMZM2G165567	24.028201245	48.065620295	59.3934131	45.034464415	70.432451845	68.99184211
GRMZM2G170805	69.93164783	52.09090484	97.592335215	18.36246029	47.272166725	54.46564774
